Element type                                            Size  Used MEM
Tensor921                                               (8,)   512.00B
Parameter773.grad                                     (2, 8)     0.00B
Tensor922                                             (2, 8)   512.00B
Tensor923                                             (2, 8)   512.00B
Parameter774.grad                                       (2,)     0.00B
Tensor924                                               (2,)   512.00B
Tensor925                                               (2,)   512.00B
Parameter779.grad                                     (8, 1)     0.00B
Tensor926                                             (8, 1)   512.00B
Tensor927                                             (8, 1)   512.00B
Parameter780.grad                                       (8,)     0.00B
Tensor928                                               (8,)   512.00B
Tensor929                                               (8,)   512.00B
Parameter782.grad                                     (8, 8)     0.00B
Tensor930                                             (8, 8)   512.00B
Tensor931                                             (8, 8)   512.00B
Parameter783.grad                                       (8,)     0.00B
Tensor932                                               (8,)   512.00B
Tensor933                                               (8,)   512.00B
Parameter785.grad                                     (2, 8)     0.00B
Tensor934                                             (2, 8)   512.00B
Tensor935                                             (2, 8)   512.00B
Parameter786.grad                                       (2,)     0.00B
Tensor936                                               (2,)   512.00B
Tensor937                                               (2,)   512.00B
Tensor938                                               (1,)   512.00B
Tensor939                                               (1,)   512.00B
Tensor940                                          (1600, 1)     6.50K
Tensor941                                          (1600, 1)     6.50K
Tensor942                                          (1600, 1)     6.50K
Tensor943                                          (1600, 1)     6.50K
Tensor944                                          (1600, 1)     6.50K
Tensor945                                          (1600, 1)     6.50K
Tensor946                                       (50, 111709)    21.31M
Tensor947                                            (50, 1)   512.00B
Tensor948                                          (1600, 1)     0.00B
Tensor949                                          (1600, 1)     6.50K
Tensor950                                          (1600, 1)     6.50K
Tensor951                                          (1600, 1)     6.50K
Tensor952                                          (1600, 1)     6.50K
Tensor953                                          (1600, 1)     6.50K
Tensor954                                          (1600, 1)     6.50K
Tensor955                                          (1600, 1)     6.50K
Tensor956                                          (1600, 1)     6.50K
Tensor957                                          (1600, 1)     6.50K
Tensor958                                          (1600, 1)     6.50K
Tensor959                                          (1600, 1)     6.50K
Tensor960                                               (1,)   512.00B
Tensor961                                               (1,)   512.00B
Tensor962                                               (1,)   512.00B
Tensor963                                               (1,)   512.00B
Parameter964                                          (8, 1)   512.00B
Parameter965                                            (8,)   512.00B
Tensor966                                             (8, 1)   512.00B
Parameter967                                          (8, 8)   512.00B
Parameter968                                            (8,)   512.00B
Tensor969                                             (8, 8)   512.00B
Parameter970                                          (2, 8)   512.00B
Parameter971                                            (2,)   512.00B
Tensor972                                             (2, 8)   512.00B
Tensor973                                               (1,)   512.00B
Tensor974                                               (1,)   512.00B
Tensor975                                               (1,)   512.00B
Tensor976                                               (1,)   512.00B
Parameter977                                        (256, 1)     1.00K
Parameter978                                          (256,)     1.00K
Tensor979                                           (256, 1)     1.00K
Tensor980                                             (256,)     2.00K
Parameter981                                     (256, 1117)     1.09M
Parameter982                                          (256,)     1.00K
Parameter983                                      (256, 256)   256.00K
Parameter984                                          (256,)     1.00K
Tensor985                                         (256, 256)   256.00K
Tensor986                                             (256,)     2.00K
Parameter987                                      (256, 256)   256.00K
Parameter988                                          (256,)     1.00K
Tensor989                                         (256, 256)   256.00K
Tensor990                                             (256,)     2.00K
Parameter991                                        (2, 256)     2.00K
Parameter992                                            (2,)   512.00B
Tensor993                                           (2, 256)     2.00K
Tensor994                                               (2,)   512.00B
Tensor995                                               (1,)   512.00B
Parameter996                                        (256, 1)     1.00K
Parameter997                                          (256,)     1.00K
Tensor998                                           (256, 1)     1.00K
Tensor999                                             (256,)     2.00K
Parameter1000                                    (256, 1117)     1.09M
Parameter1001                                         (256,)     1.00K
Parameter1002                                     (256, 256)   256.00K
Parameter1003                                         (256,)     1.00K
Tensor1004                                        (256, 256)   256.00K
Tensor1005                                            (256,)     2.00K
Parameter1006                                     (256, 256)   256.00K
Parameter1007                                         (256,)     1.00K
Tensor1008                                        (256, 256)   256.00K
Tensor1009                                            (256,)     2.00K
Parameter1010                                       (2, 256)     2.00K
Parameter1011                                           (2,)   512.00B
Tensor1012                                          (2, 256)     2.00K
Tensor1013                                              (2,)   512.00B
Tensor1014                                              (1,)   512.00B
Parameter1015                                       (256, 1)     1.00K
Parameter1016                                         (256,)     1.00K
Tensor1017                                          (256, 1)     1.00K
Tensor1018                                            (256,)     2.00K
Parameter1019                                    (256, 1117)     1.09M
Parameter1020                                         (256,)     1.00K
Parameter1021                                     (256, 256)   256.00K
Parameter1022                                         (256,)     1.00K
Tensor1023                                        (256, 256)   256.00K
Tensor1024                                            (256,)     2.00K
Parameter1025                                     (256, 256)   256.00K
Parameter1026                                         (256,)     1.00K
Tensor1027                                        (256, 256)   256.00K
Tensor1028                                            (256,)     2.00K
Parameter1029                                       (2, 256)     2.00K
Parameter1030                                           (2,)   512.00B
Tensor1031                                          (2, 256)     2.00K
Tensor1032                                              (2,)   512.00B
Tensor1033                                              (1,)   512.00B
Tensor1034                                              (1,)   512.00B
Tensor1035                                         (111709,)   436.50K
Tensor1036                                         (111709,)   436.50K
Parameter1037                                       (11170,)    44.00K
Parameter1038                                (64, 175, 1746)    74.60M
Parameter1039                                 (64, 175, 175)     7.48M
Parameter1040                                        (2234,)     9.00K
Parameter1041                                  (64, 35, 175)     1.50M
Parameter1042                                   (64, 35, 35)   306.50K
Parameter1043                                        (1117,)     4.50K
Parameter1044                                  (16, 70, 140)   612.50K
Parameter1045                                   (16, 70, 70)   306.50K
Tensor1046                                              (1,)   512.00B
Tensor1047                                         (1000, 1)     4.00K
Tensor1048                                         (1000, 1)     4.00K
Tensor1049                                         (1000, 1)     4.00K
Tensor1050                                         (1000, 1)     4.00K
Tensor1051                                         (1000, 1)     4.00K
Tensor1052                                              (1,)   512.00B
Parameter1053                                         (8, 1)   512.00B
Parameter1053.grad                                    (8, 1)   512.00B
Parameter1054                                           (8,)   512.00B
Parameter1054.grad                                      (8,)   512.00B
Tensor1055                                            (8, 1)   512.00B
Parameter1056                                         (8, 8)   512.00B
Parameter1056.grad                                    (8, 8)   512.00B
Parameter1057                                           (8,)   512.00B
Parameter1057.grad                                      (8,)   512.00B
Tensor1058                                            (8, 8)   512.00B
Tensor1059                                         (1000, 1)     4.00K
Tensor1060                                         (1000, 1)     0.00B
Tensor1061                                         (1000, 1)     4.00K
Tensor1062                                         (1000, 1)     0.00B
Tensor1063                                         (1000, 1)     4.00K
Tensor1064                                         (1000, 1)     0.00B
Tensor1065                                         (1000, 1)     4.00K
Tensor1066                                         (1000, 1)     0.00B
Parameter1067                                         (2, 8)   512.00B
Parameter1067.grad                                    (2, 8)   512.00B
Parameter1068                                           (2,)   512.00B
Parameter1068.grad                                      (2,)   512.00B
Tensor1069                                            (2, 8)   512.00B
Tensor1070                                              (1,)   512.00B
Tensor1071                                              (1,)   512.00B
Tensor1072                                              (1,)   512.00B
Parameter1073                                         (8, 1)   512.00B
Parameter1073.grad                                    (8, 1)   512.00B
Parameter1074                                           (8,)   512.00B
Parameter1074.grad                                      (8,)   512.00B
Tensor1075                                            (8, 1)   512.00B
Parameter1076                                         (8, 8)   512.00B
Parameter1076.grad                                    (8, 8)   512.00B
Parameter1077                                           (8,)   512.00B
Parameter1077.grad                                      (8,)   512.00B
Tensor1078                                            (8, 8)   512.00B
Parameter1079                                         (2, 8)   512.00B
Parameter1079.grad                                    (2, 8)   512.00B
Parameter1080                                           (2,)   512.00B
Parameter1080.grad                                      (2,)   512.00B
Tensor1081                                            (2, 8)   512.00B
Tensor1082                                              (1,)   512.00B
Tensor1083                                              (1,)   512.00B
Tensor1084                                              (1,)   512.00B
Parameter1085                                         (8, 1)   512.00B
Parameter1085.grad                                    (8, 1)   512.00B
Parameter1086                                           (8,)   512.00B
Parameter1086.grad                                      (8,)   512.00B
Tensor1087                                            (8, 1)   512.00B
Parameter1088                                         (8, 8)   512.00B
Parameter1088.grad                                    (8, 8)   512.00B
Parameter1089                                           (8,)   512.00B
Parameter1089.grad                                      (8,)   512.00B
Tensor1090                                            (8, 8)   512.00B
Parameter1091                                         (2, 8)   512.00B
Parameter1091.grad                                    (2, 8)   512.00B
Parameter1092                                           (2,)   512.00B
Parameter1092.grad                                      (2,)   512.00B
Tensor1093                                            (2, 8)   512.00B
Tensor1094                                              (1,)   512.00B
Tensor1095                                              (1,)   512.00B
Tensor1096                                            (2, 8)   512.00B
Parameter1097                                           (2,)   512.00B
Parameter1098                                         (2, 8)   512.00B
Tensor1099                                            (8, 8)   512.00B
Parameter1100                                           (8,)   512.00B
Parameter1101                                         (8, 8)   512.00B
Tensor1102                                            (8, 1)   512.00B
Parameter1103                                           (8,)   512.00B
Parameter1104                                         (8, 1)   512.00B
Tensor1105                                              (1,)   512.00B
Tensor1106                                              (1,)   512.00B
Tensor1107                                              (1,)   512.00B
Tensor1108                                            (2, 8)   512.00B
Parameter1109                                           (2,)   512.00B
Parameter1110                                         (2, 8)   512.00B
Tensor1111                                            (8, 8)   512.00B
Parameter1112                                           (8,)   512.00B
Parameter1113                                         (8, 8)   512.00B
Tensor1114                                            (8, 1)   512.00B
Parameter1115                                           (8,)   512.00B
Parameter1116                                         (8, 1)   512.00B
Tensor1117                                              (1,)   512.00B
Tensor1118                                         (1000, 1)     4.00K
Tensor1119                                              (1,)   512.00B
Tensor1120                                              (1,)   512.00B
Tensor1121                                         (1000, 1)     4.00K
Tensor1122                                              (1,)   512.00B
Tensor1123                                              (1,)   512.00B
Tensor1124                                         (1000, 1)     4.00K
Tensor1125                                         (1000, 1)     4.00K
Tensor1126                                         (1000, 1)     4.00K
Tensor1127                                         (1000, 1)     0.00B
Tensor1128                                         (1000, 1)     4.00K
Tensor1129                                         (1000, 1)     0.00B
Tensor1130                                         (1000, 1)     4.00K
Tensor1131                                         (1000, 1)     0.00B
Tensor1132                                         (1000, 1)     0.00B
Tensor1133                                              (1,)   512.00B
Tensor1134                                              (1,)   512.00B
Tensor1135                                         (1000, 1)     4.00K
Parameter1136                                         (8, 1)   512.00B
Parameter1137                                           (8,)   512.00B
Tensor1138                                            (8, 1)   512.00B
Parameter1139                                         (8, 8)   512.00B
Parameter1140                                           (8,)   512.00B
Tensor1141                                            (8, 8)   512.00B
Parameter1142                                         (2, 8)   512.00B
Parameter1143                                           (2,)   512.00B
Tensor1144                                            (2, 8)   512.00B
Parameter1145                                         (8, 1)   512.00B
Parameter1146                                           (8,)   512.00B
Tensor1147                                            (8, 1)   512.00B
Parameter1148                                         (8, 8)   512.00B
Parameter1149                                           (8,)   512.00B
Tensor1150                                            (8, 8)   512.00B
Parameter1151                                         (2, 8)   512.00B
Parameter1152                                           (2,)   512.00B
Tensor1153                                            (2, 8)   512.00B
Tensor1154                                       (1, 111709)     0.00B
Tensor1155                                            (8, 1)   512.00B
Tensor1156                                              (8,)   512.00B
Tensor1157                                            (8, 8)   512.00B
Tensor1158                                              (8,)   512.00B
Tensor1159                                            (2, 8)   512.00B
Tensor1160                                              (2,)   512.00B
Tensor1161                                            (8, 1)   512.00B
Tensor1162                                              (8,)   512.00B
Tensor1163                                            (8, 8)   512.00B
Tensor1164                                              (8,)   512.00B
Tensor1165                                            (2, 8)   512.00B
Tensor1166                                              (2,)   512.00B
Tensor1167                                            (8, 1)   512.00B
Tensor1168                                              (8,)   512.00B
Tensor1169                                            (8, 8)   512.00B
Tensor1170                                              (8,)   512.00B
Tensor1171                                            (2, 8)   512.00B
Tensor1172                                              (2,)   512.00B
Tensor1173                                            (8, 1)   512.00B
Tensor1174                                              (8,)   512.00B
Tensor1175                                            (8, 8)   512.00B
Tensor1176                                              (8,)   512.00B
Tensor1177                                            (2, 8)   512.00B
Tensor1178                                              (2,)   512.00B
Tensor1179                                            (8, 1)   512.00B
Tensor1180                                              (8,)   512.00B
Tensor1181                                            (8, 8)   512.00B
Tensor1182                                              (8,)   512.00B
Tensor1183                                            (2, 8)   512.00B
Tensor1184                                              (2,)   512.00B
Parameter1053.grad                                    (8, 1)     0.00B
Tensor1185                                            (8, 1)   512.00B
Tensor1186                                            (8, 1)   512.00B
Parameter1054.grad                                      (8,)     0.00B
Tensor1187                                              (8,)   512.00B
Tensor1188                                              (8,)   512.00B
Parameter1056.grad                                    (8, 8)     0.00B
Tensor1189                                            (8, 8)   512.00B
Tensor1190                                            (8, 8)   512.00B
Parameter1057.grad                                      (8,)     0.00B
Tensor1191                                              (8,)   512.00B
Tensor1192                                              (8,)   512.00B
Parameter1067.grad                                    (2, 8)     0.00B
Tensor1193                                            (2, 8)   512.00B
Tensor1194                                            (2, 8)   512.00B
Parameter1068.grad                                      (2,)     0.00B
Tensor1195                                              (2,)   512.00B
Tensor1196                                              (2,)   512.00B
Parameter1073.grad                                    (8, 1)     0.00B
Tensor1197                                            (8, 1)   512.00B
Tensor1198                                            (8, 1)   512.00B
Parameter1074.grad                                      (8,)     0.00B
Tensor1199                                              (8,)   512.00B
Tensor1200                                              (8,)   512.00B
Parameter1076.grad                                    (8, 8)     0.00B
Tensor1201                                            (8, 8)   512.00B
Tensor1202                                            (8, 8)   512.00B
Parameter1077.grad                                      (8,)     0.00B
Tensor1203                                              (8,)   512.00B
Tensor1204                                              (8,)   512.00B
Parameter1079.grad                                    (2, 8)     0.00B
Tensor1205                                            (2, 8)   512.00B
Tensor1206                                            (2, 8)   512.00B
Parameter1080.grad                                      (2,)     0.00B
Tensor1207                                              (2,)   512.00B
Tensor1208                                              (2,)   512.00B
Parameter1085.grad                                    (8, 1)     0.00B
Tensor1209                                            (8, 1)   512.00B
Tensor1210                                            (8, 1)   512.00B
Parameter1086.grad                                      (8,)     0.00B
Tensor1211                                              (8,)   512.00B
Tensor1212                                              (8,)   512.00B
Parameter1088.grad                                    (8, 8)     0.00B
Tensor1213                                            (8, 8)   512.00B
Tensor1214                                            (8, 8)   512.00B
Parameter1089.grad                                      (8,)     0.00B
Tensor1215                                              (8,)   512.00B
Tensor1216                                              (8,)   512.00B
Parameter1091.grad                                    (2, 8)     0.00B
Tensor1217                                            (2, 8)   512.00B
Tensor1218                                            (2, 8)   512.00B
Parameter1092.grad                                      (2,)     0.00B
Tensor1219                                              (2,)   512.00B
Tensor1220                                              (2,)   512.00B
Tensor1221                                            (8, 1)   512.00B
Tensor1222                                            (8, 1)   512.00B
Tensor1223                                            (8, 1)   512.00B
Tensor1224                                              (8,)   512.00B
Tensor1225                                              (8,)   512.00B
Tensor1226                                              (8,)   512.00B
Tensor1227                                            (8, 8)   512.00B
Tensor1228                                            (8, 8)   512.00B
Tensor1229                                            (8, 8)   512.00B
Tensor1230                                              (8,)   512.00B
Tensor1231                                              (8,)   512.00B
Tensor1232                                              (8,)   512.00B
Tensor1233                                            (2, 8)   512.00B
Tensor1234                                            (2, 8)   512.00B
Tensor1235                                            (2, 8)   512.00B
Tensor1236                                              (2,)   512.00B
Tensor1237                                              (2,)   512.00B
Tensor1238                                              (2,)   512.00B
Tensor1239                                            (8, 1)   512.00B
Tensor1240                                            (8, 1)   512.00B
Tensor1241                                            (8, 1)   512.00B
Tensor1242                                              (8,)   512.00B
Tensor1243                                              (8,)   512.00B
Tensor1244                                              (8,)   512.00B
Tensor1245                                            (8, 8)   512.00B
Tensor1246                                            (8, 8)   512.00B
Tensor1247                                            (8, 8)   512.00B
Tensor1248                                              (8,)   512.00B
Tensor1249                                              (8,)   512.00B
Tensor1250                                              (8,)   512.00B
Tensor1251                                            (2, 8)   512.00B
Tensor1252                                            (2, 8)   512.00B
Tensor1253                                            (2, 8)   512.00B
Tensor1254                                              (2,)   512.00B
Tensor1255                                              (2,)   512.00B
Tensor1256                                              (2,)   512.00B
Tensor1257                                              (1,)   512.00B
Tensor1258                                              (1,)   512.00B
Tensor1259                                         (1600, 1)     6.50K
Tensor1260                                         (1600, 1)     6.50K
Tensor1261                                         (1600, 1)     6.50K
Tensor1262                                         (1600, 1)     6.50K
Tensor1263                                      (50, 111709)    21.31M
Tensor1264                                           (50, 1)   512.00B
Tensor1265                                         (1600, 1)     6.50K
Tensor1266                                         (1600, 1)     6.50K
Tensor1267                                         (1600, 1)     6.50K
Tensor1268                                         (1600, 1)     6.50K
Tensor1269                                         (1600, 1)     6.50K
Tensor1270                                         (1600, 1)     6.50K
Tensor1271                                              (1,)   512.00B
Tensor1272                                              (1,)   512.00B
Tensor1273                                              (1,)   512.00B
Tensor1274                                              (1,)   512.00B
Tensor1275                                              (1,)   512.00B
Tensor1276                                              (1,)   512.00B
Tensor1277                                              (1,)   512.00B
Parameter1278                                       (256, 1)     1.00K
Parameter1279                                         (256,)     1.00K
Tensor1280                                          (256, 1)     1.00K
Tensor1281                                            (256,)     2.00K
Parameter1282                                    (256, 1117)     1.09M
Parameter1283                                         (256,)     1.00K
Parameter1284                                     (256, 256)   256.00K
Parameter1285                                         (256,)     1.00K
Tensor1286                                        (256, 256)   256.00K
Tensor1287                                            (256,)     2.00K
Parameter1288                                     (256, 256)   256.00K
Parameter1289                                         (256,)     1.00K
Tensor1290                                        (256, 256)   256.00K
Tensor1291                                            (256,)     2.00K
Parameter1292                                       (2, 256)     2.00K
Parameter1293                                           (2,)   512.00B
Tensor1294                                          (2, 256)     2.00K
Tensor1295                                              (2,)   512.00B
Tensor1296                                              (1,)   512.00B
Parameter1297                                       (256, 1)     1.00K
Parameter1298                                         (256,)     1.00K
Tensor1299                                          (256, 1)     1.00K
Tensor1300                                            (256,)     2.00K
Parameter1301                                    (256, 1117)     1.09M
Parameter1302                                         (256,)     1.00K
Parameter1303                                     (256, 256)   256.00K
Parameter1304                                         (256,)     1.00K
Tensor1305                                        (256, 256)   256.00K
Tensor1306                                            (256,)     2.00K
Parameter1307                                     (256, 256)   256.00K
Parameter1308                                         (256,)     1.00K
Tensor1309                                        (256, 256)   256.00K
Tensor1310                                            (256,)     2.00K
Parameter1311                                       (2, 256)     2.00K
Parameter1312                                           (2,)   512.00B
Tensor1313                                          (2, 256)     2.00K
Tensor1314                                              (2,)   512.00B
Tensor1315                                              (1,)   512.00B
Tensor1316                                         (1000, 1)     4.00K
Parameter1317                                       (256, 1)     1.00K
Parameter1318                                         (256,)     1.00K
Tensor1319                                          (256, 1)     1.00K
Tensor1320                                            (256,)     2.00K
Parameter1321                                    (256, 1117)     1.09M
Parameter1322                                         (256,)     1.00K
Parameter1323                                     (256, 256)   256.00K
Parameter1324                                         (256,)     1.00K
Tensor1325                                        (256, 256)   256.00K
Tensor1326                                            (256,)     2.00K
Parameter1327                                     (256, 256)   256.00K
Parameter1328                                         (256,)     1.00K
Tensor1329                                        (256, 256)   256.00K
Tensor1330                                            (256,)     2.00K
Parameter1331                                       (2, 256)     2.00K
Parameter1332                                           (2,)   512.00B
Tensor1333                                          (2, 256)     2.00K
Tensor1334                                              (2,)   512.00B
Tensor1335                                              (1,)   512.00B
Tensor1336                                              (1,)   512.00B
Tensor1337                                         (111709,)   436.50K
Tensor1338                                         (111709,)   436.50K
Parameter1339                                       (11170,)    44.00K
Parameter1340                                (64, 175, 1746)    74.60M
Parameter1341                                 (64, 175, 175)     7.48M
Parameter1342                                        (2234,)     9.00K
Parameter1343                                  (64, 35, 175)     1.50M
Parameter1344                                   (64, 35, 35)   306.50K
Parameter1345                                        (1117,)     4.50K
Parameter1346                                  (16, 70, 140)   612.50K
Parameter1347                                   (16, 70, 70)   306.50K
Tensor1348                                              (1,)   512.00B
Tensor1349                                         (1000, 1)     4.00K
Tensor1350                                         (1000, 1)     4.00K
Tensor1351                                         (1000, 1)     4.00K
Tensor1352                                         (1000, 1)     4.00K
Tensor1353                                         (1000, 1)     4.00K
Tensor1354                                         (1000, 1)     4.00K
Tensor1355                                         (1000, 1)     4.00K
Tensor1356                                              (1,)   512.00B
Parameter1357                                         (8, 1)   512.00B
Parameter1357.grad                                    (8, 1)   512.00B
Parameter1358                                           (8,)   512.00B
Parameter1358.grad                                      (8,)   512.00B
Tensor1359                                            (8, 1)   512.00B
Parameter1360                                         (8, 8)   512.00B
Parameter1360.grad                                    (8, 8)   512.00B
Parameter1361                                           (8,)   512.00B
Parameter1361.grad                                      (8,)   512.00B
Tensor1362                                            (8, 8)   512.00B
Tensor1363                                         (1000, 1)     4.00K
Tensor1364                                         (1000, 1)     0.00B
Tensor1365                                         (1000, 1)     4.00K
Tensor1366                                         (1000, 1)     0.00B
Tensor1367                                         (1000, 1)     4.00K
Tensor1368                                         (1000, 1)     0.00B
Tensor1369                                         (1000, 1)     4.00K
Tensor1370                                         (1000, 1)     0.00B
Tensor1371                                         (1000, 1)     4.00K
Tensor1372                                         (1000, 1)     0.00B
Tensor1373                                         (1000, 1)     4.00K
Tensor1374                                         (1000, 1)     0.00B
Tensor1375                                         (1000, 1)     4.00K
Tensor1376                                         (1000, 1)     0.00B
Tensor1377                                         (1000, 1)     0.00B
Parameter1378                                         (2, 8)   512.00B
Parameter1378.grad                                    (2, 8)   512.00B
Parameter1379                                           (2,)   512.00B
Parameter1379.grad                                      (2,)   512.00B
Tensor1380                                            (2, 8)   512.00B
Tensor1381                                              (1,)   512.00B
Tensor1382                                              (1,)   512.00B
Tensor1383                                              (1,)   512.00B
Parameter1384                                         (8, 1)   512.00B
Parameter1384.grad                                    (8, 1)   512.00B
Parameter1385                                           (8,)   512.00B
Parameter1385.grad                                      (8,)   512.00B
Tensor1386                                            (8, 1)   512.00B
Parameter1387                                         (8, 8)   512.00B
Parameter1387.grad                                    (8, 8)   512.00B
Parameter1388                                           (8,)   512.00B
Parameter1388.grad                                      (8,)   512.00B
Tensor1389                                            (8, 8)   512.00B
Parameter1390                                         (2, 8)   512.00B
Parameter1390.grad                                    (2, 8)   512.00B
Parameter1391                                           (2,)   512.00B
Parameter1391.grad                                      (2,)   512.00B
Tensor1392                                            (2, 8)   512.00B
Tensor1393                                              (1,)   512.00B
Tensor1394                                              (1,)   512.00B
Tensor1395                                              (1,)   512.00B
Parameter1396                                         (8, 1)   512.00B
Parameter1396.grad                                    (8, 1)   512.00B
Parameter1397                                           (8,)   512.00B
Parameter1397.grad                                      (8,)   512.00B
Tensor1398                                            (8, 1)   512.00B
Parameter1399                                         (8, 8)   512.00B
Parameter1399.grad                                    (8, 8)   512.00B
Parameter1400                                           (8,)   512.00B
Parameter1400.grad                                      (8,)   512.00B
Tensor1401                                            (8, 8)   512.00B
Parameter1402                                         (2, 8)   512.00B
Parameter1402.grad                                    (2, 8)   512.00B
Parameter1403                                           (2,)   512.00B
Parameter1403.grad                                      (2,)   512.00B
Tensor1404                                            (2, 8)   512.00B
Tensor1405                                              (1,)   512.00B
Tensor1406                                              (1,)   512.00B
Tensor1407                                              (1,)   512.00B
Parameter1408                                         (8, 1)   512.00B
Parameter1408.grad                                    (8, 1)   512.00B
Parameter1409                                           (8,)   512.00B
Parameter1409.grad                                      (8,)   512.00B
Tensor1410                                            (8, 1)   512.00B
Parameter1411                                         (8, 8)   512.00B
Parameter1411.grad                                    (8, 8)   512.00B
Parameter1412                                           (8,)   512.00B
Parameter1412.grad                                      (8,)   512.00B
Tensor1413                                            (8, 8)   512.00B
Parameter1414                                         (2, 8)   512.00B
Parameter1414.grad                                    (2, 8)   512.00B
Parameter1415                                           (2,)   512.00B
Parameter1415.grad                                      (2,)   512.00B
Tensor1416                                            (2, 8)   512.00B
Tensor1417                                              (1,)   512.00B
Tensor1418                                              (1,)   512.00B
Tensor1419                                              (1,)   512.00B
Parameter1420                                         (8, 1)   512.00B
Parameter1420.grad                                    (8, 1)   512.00B
Parameter1421                                           (8,)   512.00B
Parameter1421.grad                                      (8,)   512.00B
Tensor1422                                            (8, 1)   512.00B
Parameter1423                                         (8, 8)   512.00B
Parameter1423.grad                                    (8, 8)   512.00B
Parameter1424                                           (8,)   512.00B
Parameter1424.grad                                      (8,)   512.00B
Tensor1425                                            (8, 8)   512.00B
Parameter1426                                         (2, 8)   512.00B
Parameter1426.grad                                    (2, 8)   512.00B
Parameter1427                                           (2,)   512.00B
Parameter1427.grad                                      (2,)   512.00B
Tensor1428                                            (2, 8)   512.00B
Parameter1429                                         (8, 1)   512.00B
Parameter1429.grad                                    (8, 1)     0.00B
Parameter1430                                           (8,)   512.00B
Parameter1430.grad                                      (8,)     0.00B
Parameter1431                                         (8, 8)   512.00B
Parameter1431.grad                                    (8, 8)     0.00B
Parameter1432                                           (8,)   512.00B
Parameter1432.grad                                      (8,)     0.00B
Parameter1433                                         (2, 8)   512.00B
Parameter1433.grad                                    (2, 8)     0.00B
Parameter1434                                           (2,)   512.00B
Parameter1434.grad                                      (2,)     0.00B
Parameter1435                                         (8, 1)   512.00B
Parameter1435.grad                                    (8, 1)     0.00B
Parameter1436                                           (8,)   512.00B
Parameter1436.grad                                      (8,)     0.00B
Parameter1437                                         (8, 8)   512.00B
Parameter1437.grad                                    (8, 8)     0.00B
Parameter1438                                           (8,)   512.00B
Parameter1438.grad                                      (8,)     0.00B
Parameter1439                                         (2, 8)   512.00B
Parameter1439.grad                                    (2, 8)     0.00B
Parameter1440                                           (2,)   512.00B
Parameter1440.grad                                      (2,)     0.00B
Tensor1441                                         (1000, 1)     4.00K
Tensor1442                                            (2, 8)   512.00B
Parameter1443                                           (2,)   512.00B
Parameter1444                                         (2, 8)   512.00B
Tensor1445                                            (8, 8)   512.00B
Parameter1446                                           (8,)   512.00B
Parameter1447                                         (8, 8)   512.00B
Tensor1448                                            (8, 1)   512.00B
Parameter1449                                           (8,)   512.00B
Parameter1450                                         (8, 1)   512.00B
Tensor1451                                              (1,)   512.00B
Tensor1452                                              (1,)   512.00B
Tensor1453                                              (1,)   512.00B
Tensor1454                                            (2, 8)   512.00B
Parameter1455                                           (2,)   512.00B
Parameter1456                                         (2, 8)   512.00B
Tensor1457                                            (8, 8)   512.00B
Parameter1458                                           (8,)   512.00B
Parameter1459                                         (8, 8)   512.00B
Tensor1460                                            (8, 1)   512.00B
Parameter1461                                           (8,)   512.00B
Parameter1462                                         (8, 1)   512.00B
Tensor1463                                              (1,)   512.00B
Tensor1464                                              (1,)   512.00B
Tensor1465                                              (1,)   512.00B
Tensor1466                                            (2, 8)   512.00B
Parameter1467                                           (2,)   512.00B
Parameter1468                                         (2, 8)   512.00B
